#,Fiscal Year,SEMESTER,PLANNER BUCKET,TASK,ASSIGNMENT TITLE,AUDIENCE,START,END,PROGRESS
429,2025,,Housing Applications and Assignments,Fall Apartment Notice to Vacate Reminder,,,2025-10-01,2025-10-01,NOT STARTED
430,2025,,Academic,Fall Scholarship Central Applications open,,,2025-10-01,2025-10-01,NOT STARTED
431,2025,,Academic,Last day to withdraw to zero credits (regular session) for 75% refund,,,2025-10-04,2025-10-04,NOT STARTED
432,2026,,Housing Applications and Assignments,RH Agreement Opens for New Student,Assistant Director of Operations,External,2025-10-06,2025-10-06,IN PROGRESS
433,2025,,Campus Events ,Family Weekend,,,2025-10-10,2025-10-12,NOT STARTED
434,2025,,Academic,Last day to pay Fall charges to avoid late fee,,,2025-10-15,2025-10-15,NOT STARTED
435,2025,,Admissions and Orientation,MEA/NDEA Weekend,,,2025-10-17,2025-10-18,NOT STARTED
436,2026,,Theme Meal,Recipes from Home (Family Weekend),Dining,,2025-10-18,2025-10-20,NOT STARTED
437,2025,,Academic,Spring Course registration date/time available in campus connection,,,2025-10-25,2025-10-25,NOT STARTED
438,2025,,Academic,Spring 2025 Course Registration Time/Date Available in Campus Connection,,,2025-10-25,2025-10-25,NOT STARTED
439,2025,,Academic,Spring Semester early registration begins,,,2025-10-28,2025-10-28,NOT STARTED
440,2025,,Fall Closing,Fall End of Semester Communication Starts,,,2025-11-01,2025-11-01,NOT STARTED
441,2026,,Budget and Rate Development,Initial Rate Setting Completed for Admissions Cost of Attendance,"Director, Finance & Facilities",,2025-11-01,2025-11-01,NOT STARTED
442,2025,,Academic,Last day to withdraw to zero credits (regular session) for 50% refund,,,2025-11-03,2025-11-03,NOT STARTED
443,2025,,Campus Events ,First Generation Student Celebration,"Asst Director, Residential Experiences",Internal,2025-11-03,2025-11-07,NOT STARTED
444,2025,,Housing Applications and Assignments,RH Fall Room Cancellations,,,2025-11-09,2025-11-09,NOT STARTED
445,2025,,Housing Applications and Assignments,RH Late Dept/Semester Break App,,,2025-11-09,2025-12-21,NOT STARTED
446,2026,,Housing Applications and Assignments,Room Sign Up and Apartment Marketing Begins,Marketing,,2025-11-15,2025-11-15,NOT STARTED
447,2025,,Academic,Fall Last day to change to or from S/U grading for regular session class,,,2025-11-15,2025-11-15,NOT STARTED
448,2025,,Academic,Fall Last Day to withdraw from term or drop with record,,,2025-11-15,2025-11-15,NOT STARTED
449,2025,,Campus Events ,International Education Week,"Asst Director, Residential Experiences",Internal,2025-11-17,2025-11-21,NOT STARTED
450,2025,,Housing Applications and Assignments,RH Spring Early Arrival Application,,,2025-11-18,2025-11-18,NOT STARTED
451,2025,,Academic,Thanksgiving Break,,,2025-11-27,2025-11-29,NOT STARTED
452,2025,,Housing Applications and Assignments,RH Room Change - Fall to Spring,,,2025-12-01,2025-12-05,NOT STARTED
453,2026,,Student Staff Selection,Fall RA Staff Application Opens,,,2025-12-01,2025-12-01,NOT STARTED
454,2025,,Academic,Spring current student 5 month payment plan opens,,,2025-12-01,2025-12-01,NOT STARTED
455,2025,,Academic,Spring tuition and fee charges on campus connection,,,2025-12-01,2025-12-01,NOT STARTED
456,2025,,Academic,Fall Deadline for Undergraduates to Apply for Fall Graduation,,,2025-12-06,2025-12-06,NOT STARTED
457,2025,,Housing Applications and Assignments,RH Spring Room Assignments,,,2025-12-08,2025-12-10,NOT STARTED
458,2025,,Theme Meal,Moonlight Breakfast (Wilkerson Commons only) -- Housing Program,Marketing/ARH,,2025-12-11,2025-12-11,NOT STARTED
459,2025,,Academic,Fall Last Day of Classes,,,2025-12-12,2025-12-12,NOT STARTED
460,2025,,Academic,Spring last day to submit family member tuition waivers,,,2025-12-13,2025-12-13,NOT STARTED
461,2025,,Academic,Fall Reading and Review Day,,,2025-12-13,2025-12-13,NOT STARTED
462,2025,,Academic,Fall Finals Week,,,2025-12-16,2025-12-20,NOT STARTED
463,2025,,Academic,Fall Commencement,,,2025-12-20,2025-12-20,NOT STARTED
464,2025,,Housing Applications and Assignments,RH End of Fall Term (Sunday),,,2025-12-21,2025-12-21,NOT STARTED
465,2025,,Fall Closing,Fall RH Close (Sunday),,,2025-12-21,2025-12-21,NOT STARTED
466,2025,,Academic,Fall Grades Due,,,2025-12-24,2025-12-24,NOT STARTED
467,2025,,Academic,Spring last day to sing up for 5 month payment plan,,,2025-12-24,2025-12-24,NOT STARTED
468,2025,,Academic,Spring current student 4 month payment plan opens,,,2025-12-25,2025-12-25,NOT STARTED
469,2025,,Spring Opening,RH Spring Opening (Sunday),,,2026-01-11,2026-01-11,NOT STARTED
470,2025,,Academic,Spring financial aid consortium agreements due,,,2026-01-13,2026-01-13,NOT STARTED
471,2025,,Academic,Spring ND Resident Tuition Rate applications due,,,2026-01-13,2026-01-13,NOT STARTED
472,2025,,Academic,Spring First Full Day of Classes,,,2026-01-14,2026-01-14,NOT STARTED
473,2025,,Housing Applications and Assignments,Spring RH No Shows Due,,,2026-01-15,2026-01-15,NOT STARTED
474,2026,,Housing Applications and Assignments,RH New Student Roommate Matching Opens,,,2026-01-15,2026-01-15,NOT STARTED
475,2026,,Housing Applications and Assignments,RH Returning Student Room Sign-up Opens,,,2026-01-21,2026-01-21,NOT STARTED
476,2025,,Academic,Spring last day to add/drop or withdraw (regular session for a 100% refund,,,2026-01-23,2026-01-23,NOT STARTED
477,2025,,Academic,Spring Financial Aid Census date,,,2026-01-23,2026-01-23,NOT STARTED
478,2025,,Academic,Spring last day to submit an employee tuition waiver,,,2026-01-23,2026-01-23,NOT STARTED
479,2025,,Academic,Spring Last day to sign up for 4 month payment plan,,,2026-01-24,2026-01-24,NOT STARTED
480,2025,,Academic,Spring Enrollment Census Date,,,2026-01-24,2026-01-24,NOT STARTED
481,2025,,Academic,Spring 3 month playment plan opens,,,2026-01-25,2026-01-25,NOT STARTED
482,2025,,Housing Applications and Assignments,RH Spring Room Change Opens,,,2026-01-26,2026-01-26,NOT STARTED
483,2025,,Academic,Spring excess finacial aid and scholarshiop student refunds begin,,,2026-01-29,2026-01-29,NOT STARTED
484,2025,,Academic,Spring Charges Due (No late fee until March 15),,,2026-01-29,2026-01-29,NOT STARTED
485,2026,,Fall Opening,Order Tents,,,2026-01-31,2026-01-31,NOT STARTED
486,2026,,Fall Opening,Order Carts/Buggies,,,2026-01-31,2026-01-31,NOT STARTED
487,2026,,Student Staff Selection,Fall RA Staff Application Closes,,,2026-01-31,2026-01-31,NOT STARTED
488,2026,,Student Staff Selection,Fall RM Staff Selection Begins,,,2026-02-01,2026-02-01,NOT STARTED
489,2026,,Housing Applications and Assignments,RH Returning Student Room Selection Time Emails Sent,,,2026-02-10,2026-02-10,NOT STARTED
490,2026,,Housing Applications and Assignments,RH Returning Student Open Room Selection Begins,,,2026-02-12,2026-02-19,NOT STARTED
491,2025,,Academic,Spring last day to sign up for 3 month payment plan,,,2026-02-24,2026-02-24,NOT STARTED
492,2026,,Housing Applications and Assignments,RH Returning Student Room Sign-Up Final Room Change,,,2026-02-27,2026-02-27,NOT STARTED
493,2026,,Fall Opening,Initial Stop Drop and Go Planning and Review meeting,,,2026-02-28,2026-02-28,NOT STARTED
494,2026,,Housing Applications and Assignments,RH Returning Student Room Sign-Up Closes,,,2026-02-28,2026-02-28,NOT STARTED
495,2025,,Housing Applications and Assignments,RH Summer Application,,,2026-03-01,2026-03-01,NOT STARTED
496,2026,,Housing Applications and Assignments,Priority Deadline for RH Applications,,,2026-03-01,2026-03-01,NOT STARTED
497,2026,,Housing Applications and Assignments,Spring Apartment Notice to Vacate Reminder,,,2026-03-01,2026-03-01,NOT STARTED
498,2026,,Housing Applications and Assignments,"RH New Student Application Deadline For First Round Room Selection
(Roommate Selection, LLC Selection, Confirmation Deposit Paid)",,,2026-03-01,2026-03-01,NOT STARTED
499,2025,,Academic,Spring last day to withdraw for 75% refund,,,2026-03-07,2026-03-07,NOT STARTED
500,2026,,Housing Applications and Assignments,RH New Student Fall Room Assignments,,,2026-03-10,2026-04-14,NOT STARTED
501,2026,,Housing Applications and Assignments,LLC and Athlete Assignments,,,2026-03-10,2026-03-14,NOT STARTED
502,2025,,Academic,Spring Break,,,2026-03-10,2026-03-14,NOT STARTED
503,2026,,Admissions and Orientation,Admitted Students Day 1,,,2026-03-15,2026-03-15,NOT STARTED
504,2025,,Academic,Spring last day to pay charges with no late fee,,,2026-03-15,2026-03-15,NOT STARTED
505,2026,,Policy and Contrtact,Apartment Lease/Policy Updates,,,2026-04-01,2026-04-01,NOT STARTED
506,2026,,Policy and Contrtact,Residence Hall Policy Updates,,,2026-04-01,2026-04-01,NOT STARTED
507,2026,,Fall Opening,Coordinate Move-in Volunteers,,,2026-04-01,2026-04-01,NOT STARTED
508,2025,,Academic,Spring last day to withdraw for a 50% refund,,,2026-04-01,2026-04-01,NOT STARTED
509,2025,,Housing Applications and Assignments,RH Spring Room Change Closes,,,2026-04-03,2026-04-03,NOT STARTED
510,2025,,Academic,Spring last day to change to/from SU grading,,,2026-04-11,2026-04-11,NOT STARTED
511,2025,,Academic,Spring Last Day to withdraw from term or drop with record,,,2026-04-11,2026-04-11,NOT STARTED
512,2025,,Housing Applications and Assignments,Spring Late Departure ,,,2026-04-14,2026-04-14,NOT STARTED
513,2025,,Housing Applications and Assignments,RH Summer Room Assignments,,,2026-04-14,2026-04-14,NOT STARTED
514,2025,,Housing Applications and Assignments,Apartment Summer Assignment Rolls,,,2026-04-15,2026-04-15,NOT STARTED
515,2025,,Spring Closing,RollOff Dumpsters for RHs and Apartments,,,2026-04-15,2026-04-15,NOT STARTED
516,2025,,Spring Closing,Bicycle Apandoned Property Process,,,2026-04-15,2026-04-15,NOT STARTED
517,2026,,Admissions and Orientation,Admitted Students Day 2,,,2026-04-15,2026-04-15,NOT STARTED
518,2025,,Academic,Easter Break,,,2026-04-18,2026-04-21,NOT STARTED
519,2025,,Theme Meal,Moonlight Pizza -- Housing Program,Marketing/ARH,,2026-05-07,2026-05-07,NOT STARTED
520,2025,,Academic,Spring last day of classes,,,2026-05-08,2026-05-08,NOT STARTED
521,2025,,Academic,Spring Reading and Review Day,,,2026-05-09,2026-05-09,NOT STARTED
522,2025,,Academic,Spring Finals Week,,,2026-05-12,2026-05-16,NOT STARTED
523,2026,,Budget and Rate Development,Apartment Rate Increase Letters,Assistant Director of Operations,,2026-05-15,2026-05-15,NOT STARTED
524,2025,,Spring Closing,Spring RH Close (Saturday),,,2026-05-16,2026-05-16,NOT STARTED
525,2025,,Summer Opening,RH Summer Halls Open,,,2026-05-17,2026-05-17,NOT STARTED
526,2025,,Academic,Spring Commencement,,,2026-05-17,2026-05-17,NOT STARTED
527,2025,,Academic,Summer First Day of Classes,,,2026-05-19,2026-05-19,NOT STARTED
528,2025,,Academic,Spring Grades Due,,,2026-05-21,2026-05-21,NOT STARTED
529,2026,,Fall Opening,Update Move-in Web Page,Marketing,,2026-06-01,2026-06-01,NOT STARTED
530,2026,,Academic,UND Bookstore Charging Begins,,,2026-06-10,2026-06-10,NOT STARTED
531,2026,,Fall Opening,Move-in Scheduling Process,,,2026-06-15,2026-06-15,NOT STARTED
532,2026,,Housing Applications and Assignments,RH Fall Early Arrival Application,,,2026-07-01,2026-07-01,NOT STARTED
533,2026,,Academic,Fall 2024 Tuition and Fee Charges Viewable on Campus Connection,,,2026-07-02,2026-07-02,NOT STARTED
534,2026,,Academic,"Current Student, 5 month payment plan opens",,,2026-07-02,2026-07-02,NOT STARTED
535,2026,,Fall Opening,Stop Drop and Go Web site and Map completed,Marketing,,2026-07-03,2026-07-03,NOT STARTED
536,2026,,Fall Opening,Stop Drop and Go Signage Order placed,Marketing,,2026-07-11,2026-07-11,NOT STARTED
537,2026,,Housing Applications and Assignments,RH New Student Spring Application,,,2026-07-15,2026-07-15,NOT STARTED
538,2026,,Admissions and Orientation,New Student Summer Orientation,,,2026-07-17,2026-07-25,NOT STARTED
539,2026,,Academic,Last Day to Sign Up for a 5 month Payment Plan,,,2026-07-24,2026-07-24,NOT STARTED
540,2026,,Academic,Last day to submit family member tuition waivers For Fall,,,2026-07-26,2026-07-26,NOT STARTED
541,2026,,Fall Opening,All Buildings Cleaned and Ready for Move-In,,,2026-08-01,2026-08-01,NOT STARTED
542,2026,,Fall Opening,Coordinate Office Staff Weekend Coverage,,,2026-08-01,2026-08-01,NOT STARTED
543,2026,,Academic,Summer Commencement,,,2026-08-02,2026-08-02,NOT STARTED
544,2025,,Summer Closing,RH Summer Hall Closes (Sunday),,,2026-08-04,2026-08-04,NOT STARTED
545,2026,,Fall Opening,Order Meal Cards for Staff working on weekend,,,2026-08-07,2026-08-07,NOT STARTED
546,2026,,Fall Opening,Key Audits,,,2026-08-08,2026-08-08,NOT STARTED
547,2026,,Academic,Summer Commencement,,,2026-08-08,2026-08-08,NOT STARTED
548,2026,,Fall Opening,Room Inventory and Inspections,,,2026-08-13,2026-08-13,NOT STARTED
549,2026,,Fall Opening,Residence Hall Move-in Signage Hung Up,Marketing,,2026-08-15,2026-08-15,NOT STARTED
550,2026,,Campus Events ,Welcome Weekend,,,2026-08-23,2026-08-24,NOT STARTED
551,2026,,Fall Opening,RH Official Opening Date (Saturday),,,2026-08-23,2026-08-23,NOT STARTED
552,2026,,Academic,Last Day to Sign Up for 4 month Payment Plan,,,2026-08-24,2026-08-24,NOT STARTED
553,2026,,Academic,Financial Aid Consortium Agreements Due,,,2026-08-26,2026-08-26,NOT STARTED
554,2026,,Academic,ND Resident Tuition Rate Applications Due,,,2026-08-26,2026-08-26,NOT STARTED
555,2026,,Housing Applications and Assignments,Fall RH No Shows Due,,,2026-08-27,2026-08-27,NOT STARTED
556,2026,,Academic,Fall First Full Day of Classes,,,2026-08-27,2026-08-27,NOT STARTED
557,2026,,Academic,UND Bookstore Charging Ends,,,2026-08-30,2026-08-30,NOT STARTED
558,2026,,Academic,Financial Aid Census Date,,,2026-09-04,2026-09-04,NOT STARTED
559,2026,,Academic,Fall Last Day to add or drop courses without record,,,2026-09-04,2026-09-04,NOT STARTED
560,2026,,Academic,Fall last day to submit an employee tuition waiver,,,2026-09-04,2026-09-04,NOT STARTED
561,2026,,Housing Applications and Assignments,RH Fall Room Change Begins,,,2026-09-08,2026-09-08,NOT STARTED
562,2026,,Academic,Fall Excess Financial Aid and Scholarship Student Refunds Begin,,,2026-09-11,2026-09-11,NOT STARTED
563,2026,,Academic,Fall Charges Due (No late fee until October 15),,,2026-09-11,2026-09-11,NOT STARTED
564,2026,,Academic,Last Day to submit incomplete work from Spring and Summer,,,2026-09-13,2026-09-13,NOT STARTED
565,2026,,Campus Events ,Homecoming,,,2026-09-14,2026-09-19,NOT STARTED
566,2026,,Campus Events ,Hawktoberfest,,,2026-09-18,2026-09-18,NOT STARTED
567,2026,,Academic,Fall Enrollment Census Date,,,2026-09-23,2026-09-23,NOT STARTED
568,2026,,Academic,Last day to sign up for 3 month payment plan,,,2026-09-24,2026-09-24,NOT STARTED
569,2026,,Academic,"Last day for instructors to turn in ""Removal of Incomplete"" form to registrar",,,2026-09-27,2026-09-27,NOT STARTED
570,2026,,Housing Applications and Assignments,Fall Apartment Notice to Vacate Reminder,,,2026-10-01,2026-10-01,NOT STARTED
571,2026,,Academic,Fall Scholarship Central Applications open,,,2026-10-01,2026-10-01,NOT STARTED
572,2026,,Academic,Last day to withdraw to zero credits (regular session) for 75% refund,,,2026-10-04,2026-10-04,NOT STARTED
573,2026,,Campus Events ,Family Weekend,,,2026-10-09,2026-10-11,NOT STARTED
574,2026,,Academic,Last day to pay Fall charges to avoid late fee,,,2026-10-15,2026-10-15,NOT STARTED
575,2026,,Admissions and Orientation,MEA/NDEA Weekend,,,2026-10-17,2026-10-18,NOT STARTED
576,2026,,Academic,Spring Course registration date/time available in campus connection,,,2026-10-25,2026-10-25,NOT STARTED
577,2026,,Academic,Spring 2025 Course Registration Time/Date Available in Campus Connection,,,2026-10-25,2026-10-25,NOT STARTED
578,2026,,Academic,Spring Semester early registration begins,,,2026-10-28,2026-10-28,NOT STARTED
579,2026,,Fall Closing,Fall End of Semester Communication Starts,,,2026-11-01,2026-11-01,NOT STARTED
580,2026,,Campus Events ,First Generation Student Celebration,"Asst Director, Residential Experiences",Internal,2026-11-02,2026-11-06,NOT STARTED
581,2026,,Academic,Last day to withdraw to zero credits (regular session) for 50% refund,,,2026-11-03,2026-11-03,NOT STARTED
582,2026,,Housing Applications and Assignments,RH Fall Room Cancellations,,,2026-11-09,2026-11-09,NOT STARTED
583,2026,,Housing Applications and Assignments,RH Late Dept/Semester Break App,,,2026-11-09,2026-12-21,NOT STARTED
584,2026,,Academic,Fall Last day to change to or from S/U grading for regular session class,,,2026-11-15,2026-11-15,NOT STARTED
585,2026,,Academic,Fall Last Day to withdraw from term or drop with record,,,2026-11-15,2026-11-15,NOT STARTED
586,2026,,Campus Events ,International Education Week,"Asst Director, Residential Experiences",Internal,2026-11-16,2026-11-20,NOT STARTED
587,2026,,Housing Applications and Assignments,RH Spring Early Arrival Application,,,2026-11-18,2026-11-18,NOT STARTED
588,2026,,Academic,Thanksgiving Break,,,2026-11-27,2026-11-29,NOT STARTED
589,2026,,Housing Applications and Assignments,RH Room Change - Fall to Spring,,,2026-12-01,2026-12-05,NOT STARTED
590,2026,,Academic,Spring current student 5 month payment plan opens,,,2026-12-01,2026-12-01,NOT STARTED
591,2026,,Academic,Spring tuition and fee charges on campus connection,,,2026-12-01,2026-12-01,NOT STARTED
592,2026,,Academic,Fall Deadline for Undergraduates to Apply for Fall Graduation,,,2026-12-06,2026-12-06,NOT STARTED
593,2026,,Housing Applications and Assignments,RH Spring Room Assignments,,,2026-12-08,2026-12-10,NOT STARTED
594,2026,,Theme Meal,Moonlight Breakfast (Wilkerson Commons only) -- Housing Program,Marketing/ARH,,2026-12-11,1900-12-30,NOT STARTED
595,2026,,Academic,Fall Last Day of Classes,,,2026-12-12,2026-12-12,NOT STARTED
596,2026,,Academic,Spring last day to submit family member tuition waivers,,,2026-12-13,2026-12-13,NOT STARTED
597,2026,,Academic,Fall Reading and Review Day,,,2026-12-13,2026-12-13,NOT STARTED
598,2026,,Academic,Fall Finals Week,,,2026-12-16,2026-12-20,NOT STARTED
599,2026,,Fall Closing,Fall RH Close (Sunday),,,2026-12-20,2026-12-20,NOT STARTED
600,2026,,Academic,Fall Commencement,,,2026-12-20,2026-12-20,NOT STARTED
601,2026,,Housing Applications and Assignments,RH End of Fall Term (Sunday),,,2026-12-21,2026-12-21,NOT STARTED
602,2026,,Academic,Fall Grades Due,,,2026-12-24,2026-12-24,NOT STARTED
603,2026,,Academic,Spring last day to sing up for 5 month payment plan,,,2026-12-24,2026-12-24,NOT STARTED
604,2026,,Academic,Spring current student 4 month payment plan opens,,,2026-12-25,2026-12-25,NOT STARTED
605,2026,,Spring Opening,RH Spring Opening (Sunday),,,2027-01-11,2027-01-11,NOT STARTED
606,2026,,Academic,Spring financial aid consortium agreements due,,,2027-01-13,2027-01-13,NOT STARTED
607,2026,,Academic,Spring ND Resident Tuition Rate applications due,,,2027-01-13,2027-01-13,NOT STARTED
608,2026,,Academic,Spring First Full Day of Classes,,,2027-01-14,2027-01-14,NOT STARTED
609,2026,,Housing Applications and Assignments,Spring RH No Shows Due,,,2027-01-15,2027-01-15,NOT STARTED
610,2026,,Academic,Spring last day to add/drop or withdraw (regular session for a 100% refund,,,2027-01-23,2027-01-23,NOT STARTED
611,2026,,Academic,Spring Financial Aid Census date,,,2027-01-23,2027-01-23,NOT STARTED
612,2026,,Academic,Spring last day to submit an employee tuition waiver,,,2027-01-23,2027-01-23,NOT STARTED
613,2026,,Academic,Spring Last day to sign up for 4 month payment plan,,,2027-01-24,2027-01-24,NOT STARTED
614,2026,,Academic,Spring Enrollment Census Date,,,2027-01-24,2027-01-24,NOT STARTED
615,2026,,Academic,Spring 3 month playment plan opens,,,2027-01-25,2027-01-25,NOT STARTED
616,2026,,Housing Applications and Assignments,RH Spring Room Change Opens,,,2027-01-26,2027-01-26,NOT STARTED
617,2026,,Academic,Spring excess finacial aid and scholarshiop student refunds begin,,,2027-01-29,2027-01-29,NOT STARTED
618,2026,,Academic,Spring Charges Due (No late fee until March 15),,,2027-01-29,2027-01-29,NOT STARTED
619,2026,,Academic,Spring last day to sign up for 3 month payment plan,,,2027-02-24,2027-02-24,NOT STARTED
620,2026,,Housing Applications and Assignments,RH Summer Application,,,2027-03-01,2027-03-01,NOT STARTED
621,2026,,Academic,Spring last day to withdraw for 75% refund,,,2027-03-07,2027-03-07,NOT STARTED
622,2026,,Academic,Spring Break,,,2027-03-10,2027-03-14,NOT STARTED
623,2026,,Academic,Spring last day to pay charges with no late fee,,,2027-03-15,2027-03-15,NOT STARTED
624,2026,,Academic,Spring last day to withdraw for a 50% refund,,,2027-04-01,2027-04-01,NOT STARTED
625,2026,,Housing Applications and Assignments,RH Spring Room Change Closes,,,2027-04-03,2027-04-03,NOT STARTED
626,2026,,Academic,Spring last day to change to/from SU grading,,,2027-04-11,2027-04-11,NOT STARTED
627,2026,,Academic,Spring Last Day to withdraw from term or drop with record,,,2027-04-11,2027-04-11,NOT STARTED
628,2026,,Housing Applications and Assignments,Spring Late Departure ,,,2027-04-14,2027-04-14,NOT STARTED
629,2026,,Housing Applications and Assignments,RH Summer Room Assignments,,,2027-04-14,2027-04-14,NOT STARTED
630,2026,,Housing Applications and Assignments,Apartment Summer Assignment Rolls,,,2027-04-15,2027-04-15,NOT STARTED
631,2026,,Spring Closing,RollOff Dumpsters for RHs and Apartments,,,2027-04-15,2027-04-15,NOT STARTED
632,2026,,Spring Closing,Bicycle Apandoned Property Process,,,2027-04-15,2027-04-15,NOT STARTED
633,2026,,Academic,Easter Break,,,2027-04-18,2027-04-21,NOT STARTED
634,2026,,Theme Meal,Moonlight Pizza -- Housing Program,Marketing/ARH,,2027-05-07,2027-05-07,NOT STARTED
635,2026,,Academic,Spring last day of classes,,,2027-05-08,2027-05-08,NOT STARTED
636,2026,,Academic,Spring Reading and Review Day,,,2027-05-09,2027-05-09,NOT STARTED
637,2026,,Academic,Spring Finals Week,,,2027-05-12,2027-05-16,NOT STARTED
638,2026,,Spring Closing,Spring RH Close (Saturday),,,2027-05-16,2027-05-16,NOT STARTED
639,2026,,Summer Opening,RH Summer Halls Open,,,2027-05-17,2027-05-17,NOT STARTED
640,2026,,Academic,Spring Commencement,,,2027-05-17,2027-05-17,NOT STARTED
641,2026,,Academic,Summer First Day of Classes,,,2027-05-19,2027-05-19,NOT STARTED
642,2026,,Academic,Spring Grades Due,,,2027-05-21,2027-05-21,NOT STARTED
643,2026,,Summer Closing,RH Summer Hall Closes (Sunday),,,2027-08-04,2027-08-04,NOT STARTED
644,2026,Fall,Academic,Test1A,Test1,External,2025-09-18,2025-09-18,IN PROGRESS
